student_id,course_name,course_id,rating,completion_pct,skills_gained
STU-0000,Mobile App Development,13,3.6878252021143934,84.50209899900183,"security, ai, ml"
STU-0000,Advanced Robotics Engineering,45,3.442606823221483,100.0,"python, data, devops"
STU-0000,Advanced Quantum Computing Basics,47,3.9749106528430898,98.22641558422916,"cloud, networking, python, data"
STU-0000,Advanced Natural Language Processing,44,2.722657522110923,71.7911310092934,"ml, web"
STU-0000,Agile Methodology,17,4.309044086676136,71.39918997130106,"data, database, devops, web"
STU-0000,Advanced Cybersecurity Analyst,27,3.6578143029834758,78.84425036970549,"cloud, ml"
STU-0000,Advanced Cloud Architecture,26,4.1742358026105215,96.04183526003887,"database, security, ml, web"
STU-0001,Advanced Robotics Engineering,45,3.785159356390688,59.89743067014665,"analytics, web"
STU-0001,Advanced Network Engineering,36,4.182203279546822,81.11457032891664,"networking, python, database, ai"
STU-0001,Advanced Quantum Computing Basics,47,3.1585377253202447,100.0,"devops, ml, analytics"
STU-0001,Cybersecurity Analyst,3,3.80731547659211,79.51691054751186,"web, ai, security, data"
STU-0001,Digital Marketing,11,3.9645201072053364,63.34774972455642,"database, networking, security"
STU-0001,Agile Methodology,17,4.600388486209684,87.2863129338889,"ml, security, analytics, web"
STU-0001,Data Engineering,15,4.034457978638945,74.28472872960448,"analytics, ai"
STU-0002,Data Science Professional,1,3.0591627046308174,77.30552023546568,"python, security"
STU-0003,Cloud Architecture,2,3.187592507354129,91.33470642496097,"devops, security"
STU-0003,Advanced Software Testing,40,4.203989823184365,97.98632791255181,"devops, data"
STU-0004,Full Stack Development,5,2.2820984140090737,100.0,"analytics, ai"
STU-0005,Advanced Cloud Architecture,26,3.80971720725858,98.96401125961118,"ml, analytics"
STU-0005,Mobile App Development,13,3.8828544675538796,89.01454021244687,"ai, ml, web, devops"
STU-0005,Full Stack Development,5,5.0,91.06874342676288,"data, networking, ml, cloud"
STU-0005,Advanced Mobile App Development,37,4.247287362091622,98.08812387145719,"ml, analytics"
STU-0006,Data Engineering,15,3.2385492459779197,70.4933341809855,"ai, networking"
STU-0007,Cybersecurity Analyst,3,3.2446832371940046,86.64790109564873,"ml, networking"
STU-0007,Advanced AI & Deep Learning,30,4.055630063094972,87.89917092774078,"web, cloud, analytics, ai"
STU-0007,Advanced Agile Methodology,41,2.705127907566514,93.03237714962808,"data, python"
STU-0007,Advanced Quantum Computing Basics,47,4.743437747251061,86.01277722115164,"data, database, cloud"
STU-0007,Advanced Database Administration,33,3.453079738582522,79.86537042063401,"python, cloud, devops"
STU-0007,IoT Development,22,2.176615315924809,100.0,"ai, web, devops, ml"
STU-0008,Advanced Agile Methodology,41,4.481083411680408,75.69454416196672,"python, security"
STU-0009,Advanced Big Data Analytics,42,2.6811459409446865,93.44453855035856,"python, networking, devops"
STU-0009,Business Analytics,10,3.8388173023558614,72.53574825383444,"python, database"
STU-0010,IoT Development,22,1.8226843998981683,73.04657116794284,"cloud, analytics, devops"
STU-0010,Advanced Blockchain Development,31,3.946809458470188,90.29736434833998,"ml, database"
STU-0010,Robotics Engineering,21,4.322719790331909,65.6331341657694,"security, networking, devops"
STU-0010,Advanced Project Management Professional,28,3.814734703351641,100.0,"database, devops"
STU-0010,Advanced Database Administration,33,3.9321555040964613,93.53405011704463,"devops, security, ml"
STU-0010,DevOps Engineering,8,2.9268876501652237,72.74497841108659,"ai, database, networking, analytics"
STU-0011,AI & Deep Learning,6,3.2980648924980183,77.5691613560313,"ml, cloud, database"
STU-0011,Advanced Computer Vision,43,4.656797173764204,76.25799097880504,"web, devops"
STU-0011,Cloud Architecture,2,2.555400019302697,43.230465328268494,"ml, database, analytics, ai"
STU-0011,Data Engineering,15,3.225357267063401,98.58831417235754,"web, data, networking"
STU-0011,Agile Methodology,17,5.0,85.88827651021732,"ml, ai"
STU-0011,Robotics Engineering,21,5.0,68.39343318099968,"security, database, analytics"
STU-0012,DevOps Engineering,8,4.351070597626228,92.00173825397293,"web, analytics"
STU-0012,Agile Methodology,17,4.852613206625728,58.70339429592677,"python, analytics"
STU-0012,Advanced Network Engineering,36,3.5159741378826204,88.86209851873987,"database, security, networking"
STU-0013,Advanced DevOps Engineering,32,4.459532310605969,83.13079327984796,"ai, networking, python, cloud"
STU-0014,Quantum Computing Basics,23,3.7438674308330824,60.085585997260125,"cloud, devops, web, data"
STU-0014,Data Engineering,15,2.2380105015914538,80.80751401299939,"python, cloud, web, database"
STU-0014,Cybersecurity Analyst,3,3.7464989404181863,75.04561072926884,"devops, ml, ai, security"
STU-0014,IoT Development,22,3.8637262860220694,100.0,"web, data, devops"
STU-0015,Business Analytics,10,2.943537536258266,95.23934854685719,"database, cloud, python"
STU-0015,Advanced Data Science Professional,25,4.733682331506909,100.0,"cloud, web"
STU-0016,Data Engineering,15,3.834617355795432,100.0,"web, analytics, cloud, python"
STU-0016,Advanced Network Engineering,36,4.681325371197094,85.95426639925255,"web, python"
STU-0016,Machine Learning Fundamentals,0,3.5037413051221624,72.496615190811,"python, devops, data"
STU-0016,AI & Deep Learning,6,4.454202156700839,62.65910410526041,"web, database"
STU-0016,Advanced Computer Vision,43,3.999506946968604,100.0,"networking, database, python"
STU-0017,Advanced Big Data Analytics,42,2.322582052422878,76.49995881234841,"networking, security, ai"
STU-0017,Project Management Professional,4,4.204401448489193,84.56612673737695,"networking, database, web"
STU-0017,Advanced IoT Development,46,3.280021430509224,99.05835432302274,"networking, ml, analytics"
STU-0017,Advanced Robotics Engineering,45,3.3408884141318933,78.03413385079392,"analytics, devops, networking"
STU-0017,Blockchain Development,7,3.0503823964800594,100.0,"analytics, devops, security, ml"
STU-0017,Data Engineering,15,3.5413150301710328,85.71405327721527,"networking, data, security"
STU-0018,Big Data Analytics,18,2.9747390025038736,77.0605264368067,"devops, python, networking, ai"
STU-0019,Mobile App Development,13,4.399441933918002,74.24068075065883,"cloud, data, ai"
STU-0020,Advanced Network Engineering,36,4.995750860291504,87.66633840370604,"data, devops, analytics, database"
STU-0020,AI & Deep Learning,6,2.8101266836423626,94.43873457840377,"analytics, database"
STU-0020,Advanced Blockchain Development,31,3.9114740748970114,91.78802337732002,"security, python"
STU-0020,Advanced Computer Vision,43,3.2138526469939044,92.58140719937226,"database, cloud"
STU-0021,Advanced Robotics Engineering,45,4.431920064030299,79.12861724969898,"ai, database"
STU-0021,AI & Deep Learning,6,3.0918692008001214,100.0,"ai, security"
STU-0022,Machine Learning Fundamentals,0,4.112321875133014,68.34942842362821,"web, database"
STU-0022,Advanced Software Testing,40,3.0140100851693523,81.63050275004463,"cloud, data, devops, web"
STU-0022,Advanced Big Data Analytics,42,3.784289760858655,93.28734931625722,"database, cloud, analytics, networking"
STU-0022,Advanced Blockchain Development,31,5.0,91.19584800679274,"data, web, analytics"
STU-0022,Robotics Engineering,21,3.114180464206619,69.1255059256131,"web, security, database, python"
STU-0022,Big Data Analytics,18,3.4422828300928696,76.20914347194062,"devops, ml, database"
STU-0023,Software Testing,16,4.782135193978633,66.85538471963191,"ai, devops, analytics, security"
STU-0023,UI/UX Design,14,4.84896818431392,95.41609478418057,"web, ml, data, security"
STU-0023,Advanced Cybersecurity Analyst,27,3.0694408753747107,80.76729131462126,"data, analytics, ai, ml"
STU-0024,Network Engineering,12,3.362991863175282,99.71602980512054,"ai, python, security, analytics"
STU-0024,AI & Deep Learning,6,3.222254953658422,100.0,"devops, ml"
STU-0024,Software Testing,16,3.5026296773656793,70.11530100945859,"networking, data"
STU-0024,Advanced Agile Methodology,41,1.4893830358458202,89.39903971200255,"python, cloud, database, networking"
STU-0024,Advanced Project Management Professional,28,3.7367370019149186,62.79573852688805,"cloud, web, ml"
STU-0024,Advanced Robotics Engineering,45,4.041959771488099,75.58107269869076,"data, ml"
STU-0025,Digital Marketing,11,4.385876043537316,66.42556467435931,"data, networking, database, python"
STU-0025,Data Engineering,15,3.2647418090720666,100.0,"database, devops"
STU-0025,DevOps Engineering,8,3.0410225416630996,52.57231807371054,"ml, web"
STU-0025,Advanced AI & Deep Learning,30,4.434445104525944,100.0,"database, ai, ml, web"
STU-0026,Quantum Computing Basics,23,3.9839635582737696,71.37546803551291,"security, database"
STU-0026,Machine Learning Fundamentals,0,2.8300341769206177,100.0,"networking, data, cloud, database"
STU-0026,Advanced Natural Language Processing,44,2.7651530886661613,88.51206320669944,"data, python, analytics, ml"
STU-0026,Advanced Data Engineering,39,3.318315717774993,89.10050118957886,"ml, database, ai"
STU-0026,Network Engineering,12,2.2806588896676256,86.17644098527964,"data, database, python, cloud"
STU-0026,Advanced Cloud Architecture,26,3.6327813941711797,72.2421931868605,"database, cloud, python"
STU-0027,Network Engineering,12,4.38740873374138,70.09932691624215,"ai, security, python"
STU-0027,Data Science Professional,1,4.692721642692289,75.26101632886113,"web, ml, analytics"
STU-0027,Advanced Network Engineering,36,3.3338905005604387,82.43126236844371,"ml, database, data, devops"
STU-0027,Advanced Cloud Architecture,26,4.480075191453447,98.1357379360147,"web, database, devops"
STU-0027,IoT Development,22,5.0,100.0,"ai, cloud, networking"
STU-0028,Advanced Cybersecurity Analyst,27,3.664962570638284,86.66434144102065,"data, python, ai, web"
STU-0028,Big Data Analytics,18,4.126676131515822,84.92950893339741,"ai, ml"
STU-0028,Business Analytics,10,3.141505550921536,82.53730882569242,"data, ai, web"
STU-0028,Agile Methodology,17,3.94115324422178,79.49458241375017,"cloud, data"
STU-0028,Advanced Natural Language Processing,44,4.149247843326134,98.55902261629294,"security, python, ml"
STU-0029,Advanced Business Analytics,34,3.442142483472999,100.0,"networking, analytics, security"
STU-0029,Advanced Full Stack Development,29,3.532179734314767,78.94527305137005,"database, ml"
STU-0029,Advanced Mobile App Development,37,3.112527773040551,100.0,"python, data"
STU-0030,Blockchain Development,7,3.8303603490323566,87.03316888237944,"ai, database"
STU-0030,Database Administration,9,4.494277554425036,79.32870848524998,"networking, ai, devops, ml"
STU-0030,Advanced AI & Deep Learning,30,4.025766114311947,96.19840143521606,"data, security, ai"
STU-0030,Mobile App Development,13,4.846063048607986,79.34082691174467,"networking, security, analytics, data"
STU-0030,Agile Methodology,17,4.232695377985077,98.2712658214497,"web, devops"
STU-0030,Software Testing,16,3.071436941548214,86.3779711847274,"ml, networking, security"
STU-0030,Advanced Computer Vision,43,4.640088476887131,72.0407316786879,"ai, analytics, data, networking"
STU-0031,Advanced Robotics Engineering,45,3.5098096692124416,77.46100809090652,"cloud, analytics"
